title,text
Loncastuximab Tesirine-lpyl Injection,Loncastuximab tesirine-lpyl injection is used to treat a certain type of non-Hodgkin's lymphoma (NHL; a type of cancer that begins in a type of white blood cells that normally fights infection) that did not respond to or has returned after treatment with at least two other cancer treatments. Loncastuximab tesirine-lpyl is in a class of medications called antibody-drug conjugates. It works by killing cancer cells.
Belimumab Injection,"Belimumab is used with other medications to treat certain types of systemic lupus erythematosus (SLE or lupus; an autoimmune disease in which the immune system attacks healthy parts of the body such as joints, skin, blood vessels, and organs) in adults and children 5 years of age and older. Belimumab is also used with other medications to treat lupus nephritis (an autoimmune disease in which the immune system attacks the kidneys) in adults and children 5 years of age and older. Belimumab is in a class of medications called monoclonal antibodies. It works by blocking the activity of a certain protein in people with SLE and lupus nephritis."
Chlorthalidone,"Chlorthalidone, a 'water pill,' is used to treat high blood pressure and fluid retention caused by various conditions, including heart disease. It causes the kidneys to get rid of unneeded water and salt from the body into the urine."
Bamlanivimab and Etesevimab Injection,"Bamlanivimab and etesevimab is also used to treat mild to moderate symptoms of COVID-19 in hospitalized children and infants less than 2 years of age, including newborns."
Ethambutol,Ethambutol eliminates certain bacteria that cause tuberculosis (TB). It is used with other medicines to treat tuberculosis and to prevent you from giving the infection to others.
Luspatercept-aamt Injection,"Luspatercept-aamt injection is used to treat anemia (a lower than normal number of red blood cells) in adults who are receiving blood transfusions to treat thalassemia (an inherited condition that causes a low number of red blood cells). Luspatercept-aamt injection is also used to treat anemia in adults with certain types of myelodysplastic syndrome (MDS; a group of conditions in which the bone marrow produces blood cells that are misshapen and does not produce enough healthy blood cells) and who are receiving or may need to start receiving blood transfusions, but have not responded to or cannot receive treatment with an erythropoiesis-stimulating agent (ESA). Luspatercept-aamt is in a class of medications called erythroid maturation agents. It works by increasing the number and quality of red blood cells."
Acyclovir Topical,"Acyclovir cream is used to treat cold sores (fever blisters; blisters that are caused by a virus called herpes simplex) on the face or lips. Acyclovir ointment is used to treat first outbreaks of genital herpes (a herpes virus infection that causes sores to form around the genitals and rectum from time to time) and to treat certain types of sores caused by the herpes simplex virus in people with weak immune systems. Acyclovir is in a class of antiviral medications called synthetic nucleoside analogues. It works by stopping the spread of the herpes virus in the body. Acyclovir does not cure cold sores or genital herpes, does not prevent outbreaks of these conditions, and does not stop the spread of these conditions to other people."
Leniolisib,"Leniolisib is used to treat adults and children 12 years of age and older who have activated phosphoinositide 3-kinase delta syndrome (APDS; an genetic condition that decreases the activity of the immune system and can result in recurrent infections, swollen lymph nodes and spleen, and a certain type of lymphoma [a type of blood cancer]). Leniolisib is in a class of medications called kinase inhibitors. It works by blocking the signals that cause abnormalities in the immune system, which improves the functions of the immune system."
Iloprost,"Iloprost is used to treat certain kinds of pulmonary arterial hypertension (PAH; high blood pressure in the vessels carrying blood to the lungs, causing shortness of breath, dizziness, and tiredness). Iloprost may improve the ability to exercise and slow the worsening of symptoms in patients with PAH. Iloprost is in a class of medications called vasodilators. It works by relaxing the blood vessels, including those in the lungs."
Diphenoxylate,Diphenoxylate is used along with other treatments such as fluid and electrolyte replacement for the  treatment of  diarrhea. Diphenoxylate should not be given to children younger than 2 years of age. Diphenoxylate is in a class of medications called antidiarrheal agents. It works by decreasing activity of the bowel.
